creationDate|Person.id|EmailAddress.id|type
2011-02-28T08:13:29.086Z|13194139533342|0|EMAIL
2011-02-28T08:13:29.086Z|13194139533342|1|EMAIL
2011-02-28T08:13:29.086Z|13194139533342|2|EMAIL
2011-02-28T08:13:29.086Z|13194139533342|3|EMAIL
2011-07-26T21:41:34.142Z|19791209299968|4|EMAIL
2011-07-26T21:41:34.142Z|19791209299968|5|EMAIL
2011-07-26T21:41:34.142Z|19791209299968|6|EMAIL
2011-07-26T21:41:34.142Z|19791209299968|7|EMAIL
2012-03-30T10:11:12.788Z|28587302322180|8|EMAIL
2012-03-30T10:11:12.788Z|28587302322180|9|EMAIL
2012-03-30T10:11:12.788Z|28587302322180|10|EMAIL
2012-04-08T11:47:54.301Z|28587302322204|11|EMAIL
2012-04-08T11:47:54.301Z|28587302322204|12|EMAIL
2012-04-08T11:47:54.301Z|28587302322204|13|EMAIL
2012-04-08T11:47:54.301Z|28587302322204|14|EMAIL
2012-04-08T11:47:54.301Z|28587302322204|15|EMAIL
2010-10-28T05:49:29.470Z|8796093022237|16|EMAIL
2010-10-28T05:49:29.470Z|8796093022237|17|EMAIL
2010-10-28T05:49:29.470Z|8796093022237|18|EMAIL
2010-10-28T05:49:29.470Z|8796093022237|19|EMAIL
2010-10-28T05:49:29.470Z|8796093022237|20|EMAIL
2011-12-29T07:56:39.032Z|24189255811081|21|EMAIL
2011-12-29T07:56:39.032Z|24189255811081|22|EMAIL
2012-07-03T00:55:16.938Z|30786325577731|23|EMAIL
2012-07-03T00:55:16.938Z|30786325577731|24|EMAIL
2012-07-03T00:55:16.938Z|30786325577731|25|EMAIL
2011-08-04T04:47:58.173Z|19791209299987|26|EMAIL
2011-08-04T04:47:58.173Z|19791209299987|27|EMAIL
2011-08-04T04:47:58.173Z|19791209299987|28|EMAIL
2011-08-04T04:47:58.173Z|19791209299987|29|EMAIL
2011-06-24T17:11:54.199Z|17592186044443|30|EMAIL
2011-06-24T17:11:54.199Z|17592186044443|31|EMAIL
2011-06-24T17:11:54.199Z|17592186044443|32|EMAIL
2011-06-24T17:11:54.199Z|17592186044443|33|EMAIL
2011-01-09T19:16:37.913Z|13194139533355|34|EMAIL
2011-01-09T19:16:37.913Z|13194139533355|35|EMAIL
2011-01-09T19:16:37.913Z|13194139533355|36|EMAIL
2011-05-11T19:46:47.595Z|17592186044461|37|EMAIL
2011-05-11T19:46:47.595Z|17592186044461|38|EMAIL
2011-05-11T19:46:47.595Z|17592186044461|39|EMAIL
2011-05-11T19:46:47.595Z|17592186044461|40|EMAIL
2011-05-11T19:46:47.595Z|17592186044461|41|EMAIL
2012-08-09T21:35:41.016Z|32985348833329|42|EMAIL
2012-08-09T21:35:41.016Z|32985348833329|43|EMAIL
2012-08-09T21:35:41.016Z|32985348833329|44|EMAIL
2012-08-09T21:35:41.016Z|32985348833329|45|EMAIL
2012-03-17T14:21:07.120Z|28587302322223|46|EMAIL
2012-03-17T14:21:07.120Z|28587302322223|47|EMAIL
2012-03-17T14:21:07.120Z|28587302322223|48|EMAIL
2012-02-03T03:26:31.722Z|26388279066655|49|EMAIL
2012-02-03T03:26:31.722Z|26388279066655|50|EMAIL
2010-03-24T18:14:04.882Z|2199023255557|51|EMAIL
2010-03-24T18:14:04.882Z|2199023255557|52|EMAIL
2010-03-24T18:14:04.882Z|2199023255557|53|EMAIL
2010-03-24T18:14:04.882Z|2199023255557|54|EMAIL
2010-03-21T12:25:42.685Z|2199023255594|55|EMAIL
2010-03-21T12:25:42.685Z|2199023255594|56|EMAIL
2010-03-21T12:25:42.685Z|2199023255594|57|EMAIL
2010-12-24T05:25:34.086Z|10995116277782|58|EMAIL
2010-12-24T05:25:34.086Z|10995116277782|59|EMAIL
2010-12-24T05:25:34.086Z|10995116277782|60|EMAIL
2010-12-24T05:25:34.086Z|10995116277782|61|EMAIL
2010-12-24T05:25:34.086Z|10995116277782|62|EMAIL
2010-01-03T15:10:31.499Z|14|63|EMAIL
2010-02-12T22:05:24.513Z|32|64|EMAIL
2010-02-12T22:05:24.513Z|32|65|EMAIL
2010-02-12T22:05:24.513Z|32|66|EMAIL
2010-02-12T22:05:24.513Z|32|67|EMAIL
2010-09-28T17:46:50.451Z|8796093022244|68|EMAIL
2010-02-12T22:05:24.513Z|32|69|EMAIL
2010-02-12T22:05:24.513Z|32|70|EMAIL
2010-02-12T22:05:24.513Z|32|71|EMAIL
2011-10-06T01:23:31.981Z|21990232555526|72|EMAIL
2011-10-06T01:23:31.981Z|21990232555526|73|EMAIL
2011-10-06T01:23:31.981Z|21990232555526|74|EMAIL
2011-10-06T01:23:31.981Z|21990232555526|75|EMAIL
2011-10-06T01:23:31.981Z|21990232555526|76|EMAIL
2012-02-26T23:41:53.145Z|26388279066668|77|EMAIL
2012-02-26T23:41:53.145Z|26388279066668|78|EMAIL
2012-02-26T23:41:53.145Z|26388279066668|79|EMAIL
2012-08-06T10:01:33.641Z|32985348833318|80|EMAIL
2012-08-06T10:01:33.641Z|32985348833318|81|EMAIL
2012-08-06T10:01:33.641Z|32985348833318|82|EMAIL
2012-01-10T19:44:54.406Z|26388279066632|83|EMAIL
2012-01-10T19:44:54.406Z|26388279066632|84|EMAIL
2012-01-10T19:44:54.406Z|26388279066632|85|EMAIL
2012-01-10T19:44:54.406Z|26388279066632|86|EMAIL
2012-01-10T19:44:54.406Z|26388279066632|87|EMAIL
2011-10-17T04:08:45.182Z|21990232555527|88|EMAIL
2011-03-12T15:40:42.861Z|15393162788877|89|EMAIL
2011-03-12T15:40:42.861Z|15393162788877|90|EMAIL
2011-03-12T15:40:42.861Z|15393162788877|91|EMAIL
2010-11-21T16:16:26.476Z|10995116277783|92|EMAIL
2010-11-21T16:16:26.476Z|10995116277783|93|EMAIL
2010-11-21T16:16:26.476Z|10995116277783|94|EMAIL
2010-01-31T13:13:03.929Z|16|95|EMAIL
2010-01-31T13:13:03.929Z|16|96|EMAIL
2010-01-31T13:13:03.929Z|16|97|EMAIL
2010-01-31T13:13:03.929Z|16|98|EMAIL
2010-01-31T13:13:03.929Z|16|99|EMAIL
2010-11-25T20:18:45.744Z|10995116277808|100|EMAIL
2010-11-25T20:18:45.744Z|10995116277808|101|EMAIL
2010-11-25T20:18:45.744Z|10995116277808|102|EMAIL
2012-06-26T12:37:35.179Z|30786325577740|103|EMAIL
2012-06-26T12:37:35.179Z|30786325577740|104|EMAIL
2012-01-16T00:09:40.120Z|26388279066658|105|EMAIL
2012-01-16T00:09:40.120Z|26388279066658|106|EMAIL
2012-01-16T00:09:40.120Z|26388279066658|107|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|108|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|109|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|110|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|111|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|112|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|113|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|114|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|115|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|116|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|117|EMAIL
2012-03-13T15:16:08.597Z|28587302322196|118|EMAIL
2012-03-13T15:16:08.597Z|28587302322196|119|EMAIL
2010-09-17T21:25:01.182Z|8796093022234|120|EMAIL
2012-01-12T23:55:02.878Z|26388279066641|121|EMAIL
2010-11-13T15:50:09.443Z|10995116277761|122|EMAIL
2010-11-13T15:50:09.443Z|10995116277761|123|EMAIL
2010-11-13T15:50:09.443Z|10995116277761|124|EMAIL
2010-11-13T15:50:09.443Z|10995116277761|125|EMAIL
2012-09-05T01:03:26.184Z|32985348833291|126|EMAIL
2012-09-05T01:03:26.184Z|32985348833291|127|EMAIL
2012-09-05T01:03:26.184Z|32985348833291|128|EMAIL
2012-09-05T01:03:26.184Z|32985348833291|129|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|130|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|131|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|132|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|133|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|134|EMAIL
2012-09-09T02:13:37.511Z|35184372088871|135|EMAIL
2012-09-09T02:13:37.511Z|35184372088871|136|EMAIL
2012-09-09T02:13:37.511Z|35184372088871|137|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|138|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|139|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|140|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|141|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|142|EMAIL
2011-11-07T16:24:26.837Z|24189255811109|143|EMAIL
2011-11-07T16:24:26.837Z|24189255811109|144|EMAIL
2011-11-07T16:24:26.837Z|24189255811109|145|EMAIL
2011-11-07T16:24:26.837Z|24189255811109|146|EMAIL
2012-03-19T21:30:34.350Z|28587302322191|147|EMAIL
