creationDate|Person.id|Post.id|type
2011-05-28T07:23:09.949Z|2199023255594|549755814054|LIKES
2011-05-29T20:11:25.811Z|2199023255594|549755814067|LIKES
2011-12-17T20:03:30.925Z|2199023255594|755914244290|LIKES
2012-08-30T03:33:49.816Z|26388279066655|1030792151252|LIKES
2011-03-18T14:50:58.186Z|2199023255594|481036337377|LIKES
2010-11-15T12:33:18.791Z|2199023255594|343597383920|LIKES
2010-07-30T00:17:28.645Z|2199023255594|206158430518|LIKES
2010-07-31T18:15:16.819Z|2199023255594|206158430523|LIKES
2010-07-31T13:58:07.852Z|2199023255594|206158430524|LIKES
2012-03-09T11:05:00.770Z|2199023255594|893353197985|LIKES
2012-03-14T05:27:52.990Z|26388279066655|893353197985|LIKES
2011-09-11T05:54:21.611Z|2199023255594|687194767800|LIKES
2011-09-15T02:48:47.283Z|2199023255594|687194767801|LIKES
2011-09-10T18:39:46.709Z|2199023255594|687194767808|LIKES
2010-12-23T08:35:01.672Z|2199023255594|343597384144|LIKES
2012-08-15T08:00:55.448Z|26388279066655|1030792151604|LIKES
2012-08-15T06:20:21.719Z|16|1030792151607|LIKES
2012-08-14T05:45:49.939Z|2199023255594|1030792151607|LIKES
2012-08-14T16:10:42.076Z|10995116277782|1030792151607|LIKES
2012-08-16T10:17:01.321Z|17592186044443|1030792151607|LIKES
2012-08-17T01:07:48.602Z|24189255811081|1030792151607|LIKES
2012-08-12T23:45:06.294Z|26388279066641|1030792151607|LIKES
2012-08-14T22:05:04.129Z|26388279066655|1030792151607|LIKES
2012-08-16T15:19:09.812Z|26388279066668|1030792151607|LIKES
2012-08-16T07:43:27.477Z|28587302322223|1030792151607|LIKES
2012-08-14T22:50:16.314Z|30786325577731|1030792151607|LIKES
2012-08-17T01:56:42.049Z|32985348833329|1030792151607|LIKES
2012-05-23T07:50:49.057Z|16|962072674945|LIKES
2012-05-23T12:38:22.991Z|2199023255594|962072674945|LIKES
2012-05-24T23:54:08.795Z|10995116277782|962072674945|LIKES
2012-05-22T04:52:15.712Z|13194139533352|962072674945|LIKES
2012-05-22T00:15:02.235Z|17592186044443|962072674945|LIKES
2012-05-19T04:34:24.700Z|24189255811081|962072674945|LIKES
2012-05-20T14:52:47.236Z|26388279066655|962072674945|LIKES
2012-05-19T10:01:00.254Z|28587302322223|962072674945|LIKES
2011-12-14T04:32:16.592Z|2199023255594|755914244794|LIKES
2011-12-09T21:20:22.094Z|2199023255594|755914244796|LIKES
2011-12-09T16:21:19.871Z|2199023255594|755914244801|LIKES
2011-12-11T01:41:25.013Z|2199023255594|755914244809|LIKES
2012-06-25T11:09:50.250Z|2199023255594|962072675043|LIKES
2012-06-23T11:01:47.017Z|24189255811081|962072675043|LIKES
2011-04-26T16:29:55.104Z|2199023255594|481036337913|LIKES
2012-04-21T12:52:25.452Z|2199023255594|893353198348|LIKES
2012-07-15T09:12:08.200Z|24189255811081|962072675093|LIKES
2012-07-12T06:28:39.786Z|24189255811081|962072675094|LIKES
2012-07-15T18:34:18.821Z|24189255811081|962072675095|LIKES
2012-01-25T02:19:09.937Z|2199023255594|824633721639|LIKES
2012-01-26T09:46:48.176Z|24189255811081|824633721639|LIKES
2012-03-05T08:39:08.900Z|2199023255594|824633721679|LIKES
2012-03-07T13:06:33.397Z|2199023255594|824633721684|LIKES
2012-01-29T18:39:14.012Z|10995116277761|824633721778|LIKES
2011-08-30T07:52:45.480Z|10995116277761|618475291587|LIKES
2011-08-31T06:14:22.884Z|10995116277761|618475291590|LIKES
2012-03-13T03:53:37.678Z|10995116277761|893353198588|LIKES
2012-03-14T00:52:46.164Z|10995116277761|893353198592|LIKES
2012-03-14T11:24:08.558Z|10995116277761|893353198598|LIKES
2012-03-13T18:49:41.613Z|10995116277761|893353198601|LIKES
2012-03-11T04:40:06.088Z|10995116277761|893353198603|LIKES
2012-08-04T07:51:30.496Z|10995116277761|1030792152078|LIKES
2012-08-18T02:25:02.467Z|10995116277761|1030792152099|LIKES
2011-01-22T05:20:24.273Z|13194139533355|412316861781|LIKES
2012-06-20T01:57:11.878Z|2199023255573|962072675715|LIKES
2011-10-04T16:46:27.717Z|13194139533352|687194768880|LIKES
2011-06-23T05:22:30.679Z|32|549755815486|LIKES
2011-06-26T03:36:51.738Z|2199023255594|549755815486|LIKES
2011-06-28T05:14:47.250Z|10995116277761|549755815486|LIKES
2011-08-09T05:01:05.989Z|2199023255594|618475292256|LIKES
2011-08-09T22:06:26.328Z|10995116277761|618475292256|LIKES
2011-08-05T16:33:47.450Z|19791209299987|618475292256|LIKES
2012-01-09T06:33:11.074Z|32|755914245737|LIKES
2012-01-12T10:01:20.822Z|10995116277761|755914245739|LIKES
2012-01-08T05:31:03.038Z|19791209299987|755914245739|LIKES
2011-10-02T03:15:53.291Z|32|687194769028|LIKES
2011-09-30T02:57:08.154Z|10995116277761|687194769028|LIKES
2011-10-04T00:58:36.105Z|19791209299987|687194769028|LIKES
2012-07-30T00:58:21.517Z|32|1030792152715|LIKES
2012-07-29T08:13:20.024Z|10995116277761|1030792152715|LIKES
2012-07-25T13:32:20.498Z|26388279066641|1030792152715|LIKES
2012-07-27T10:29:26.723Z|26388279066658|1030792152715|LIKES
2012-07-26T14:00:30.393Z|28587302322180|1030792152715|LIKES
2012-07-30T01:24:00.898Z|28587302322204|1030792152715|LIKES
2012-04-09T06:12:42.389Z|19791209299987|893353199263|LIKES
2012-04-10T11:48:44.563Z|26388279066641|893353199263|LIKES
2012-04-12T06:23:40.862Z|26388279066658|893353199263|LIKES
2012-04-11T05:14:30.718Z|28587302322180|893353199263|LIKES
2012-04-14T19:12:25.566Z|28587302322204|893353199263|LIKES
2012-04-14T05:02:18.297Z|28587302322180|893353199267|LIKES
2011-11-13T22:37:59.324Z|2199023255594|755914245813|LIKES
2011-11-15T15:31:06.136Z|32|755914245818|LIKES
2011-11-13T05:37:08.564Z|2199023255594|755914245818|LIKES
2012-01-31T08:43:20.966Z|2199023255594|824633722578|LIKES
2012-02-01T01:22:40.212Z|10995116277761|824633722578|LIKES
2012-01-31T20:36:25.238Z|2199023255594|824633722581|LIKES
2012-02-02T13:47:59.718Z|10995116277761|824633722581|LIKES
2012-02-01T05:03:16.028Z|19791209299987|824633722581|LIKES
2012-01-30T12:47:15.924Z|26388279066641|824633722581|LIKES
2012-01-30T00:01:16.110Z|26388279066658|824633722581|LIKES
2012-02-03T17:55:50.152Z|26388279066641|824633722582|LIKES
2012-02-03T12:14:19.288Z|2199023255594|824633722590|LIKES
2011-07-09T00:32:58.358Z|2199023255594|549755815660|LIKES
2011-07-09T07:12:23.775Z|2199023255594|549755815663|LIKES
2012-01-29T11:29:00.932Z|26388279066658|824633722611|LIKES
2012-01-26T04:54:52.902Z|10995116277761|824633722612|LIKES
2012-01-29T01:57:01.658Z|2199023255594|824633722624|LIKES
2012-01-26T13:04:39.476Z|10995116277761|824633722624|LIKES
2012-01-25T19:02:29.863Z|19791209299987|824633722624|LIKES
2012-04-30T18:46:48.729Z|10995116277761|893353199366|LIKES
2012-03-05T03:46:19.055Z|2199023255594|824633722640|LIKES
2012-02-29T07:18:36.548Z|32|824633722645|LIKES
2011-08-24T11:25:09.637Z|32|618475292452|LIKES
2011-08-22T11:30:05.871Z|10995116277761|618475292452|LIKES
2011-08-20T07:21:59.724Z|19791209299987|618475292452|LIKES
2011-10-06T08:10:54.130Z|32|687194769212|LIKES
2011-10-02T18:22:41.546Z|2199023255594|687194769212|LIKES
2011-10-06T12:00:18.294Z|10995116277761|687194769212|LIKES
2011-10-01T12:41:09.471Z|19791209299987|687194769212|LIKES
2012-03-21T18:04:07.913Z|19791209299987|893353199433|LIKES
2012-03-23T12:41:17.459Z|26388279066658|893353199448|LIKES
2011-10-15T13:14:03.532Z|2199023255557|687194769569|LIKES
2011-10-12T23:23:47.207Z|2199023255573|687194769569|LIKES
2011-10-16T16:20:13.669Z|8796093022244|687194769569|LIKES
2012-06-18T17:22:19.277Z|28587302322204|962072676791|LIKES
2012-06-19T15:31:40.677Z|19791209299968|962072676791|LIKES
2012-06-21T18:47:18.400Z|8796093022234|962072676791|LIKES
2012-06-18T10:58:43.291Z|6597069766702|962072676791|LIKES
2012-06-16T19:46:38.226Z|21990232555526|962072676791|LIKES
2012-06-20T18:34:57.728Z|21990232555527|962072676791|LIKES
2012-06-21T18:03:21.729Z|26388279066641|962072676791|LIKES
2012-06-15T05:29:01.096Z|10995116277783|962072676791|LIKES
2012-06-17T19:52:07.876Z|16|962072676791|LIKES
2012-06-20T21:27:57.147Z|10995116277808|962072676791|LIKES
2012-06-19T13:02:44.236Z|28587302322223|962072676791|LIKES
2012-06-18T01:22:47.104Z|28587302322196|962072676791|LIKES
2012-06-15T02:39:16.245Z|10995116277761|962072676791|LIKES
2012-06-21T19:14:31.336Z|2199023255557|962072676791|LIKES
2012-06-19T21:23:11.593Z|14|962072676791|LIKES
2012-06-19T01:40:08.642Z|24189255811109|962072676791|LIKES
2012-06-16T14:20:07.340Z|13194139533352|962072676791|LIKES
2012-06-16T18:28:37.055Z|2199023255594|962072676791|LIKES
2012-06-16T20:23:23.557Z|26388279066658|962072676791|LIKES
2012-06-17T11:45:43.030Z|15393162788877|962072676791|LIKES
2012-06-19T03:28:19.724Z|28587302322180|962072676791|LIKES
2012-06-21T11:39:24.103Z|10995116277782|962072676791|LIKES
2012-06-20T07:16:19.833Z|32|962072676791|LIKES
2012-06-16T16:39:04.313Z|28587302322209|962072676791|LIKES
2012-06-18T09:00:00.892Z|8796093022244|962072676791|LIKES
2012-06-21T07:27:59.430Z|28587302322191|962072676791|LIKES
2012-06-18T13:23:22.512Z|13194139533342|962072676791|LIKES
2012-06-20T07:57:57.856Z|26388279066655|962072676791|LIKES
2012-06-16T20:47:23.741Z|13194139533355|962072676791|LIKES
2012-06-18T11:33:44.618Z|2199023255573|962072676791|LIKES
2012-06-20T02:06:45.283Z|26388279066668|962072676791|LIKES
2012-06-18T13:54:00.686Z|19791209299987|962072676791|LIKES
2012-06-19T20:23:20.681Z|8796093022237|962072676791|LIKES
2012-06-17T15:07:30.138Z|24189255811081|962072676791|LIKES
2012-04-24T07:34:20.737Z|26388279066658|893353200743|LIKES
2012-04-20T18:55:38.179Z|26388279066658|893353200766|LIKES
2012-03-10T00:00:54.762Z|26388279066658|824633724039|LIKES
2012-01-30T08:24:40.793Z|26388279066658|824633724059|LIKES
2011-06-18T03:36:13.479Z|10995116277761|549755817269|LIKES
2011-06-17T07:03:11.745Z|13194139533342|549755817269|LIKES
2011-06-18T17:33:13.214Z|13194139533352|549755817269|LIKES
2011-02-22T01:00:07.631Z|16|412316863820|LIKES
2011-02-24T16:32:26.541Z|32|412316863820|LIKES
2011-02-24T09:11:12.706Z|10995116277761|412316863820|LIKES
2011-02-22T14:44:32.346Z|13194139533352|412316863820|LIKES
2011-01-29T12:42:13.058Z|16|412316863839|LIKES
2011-01-28T02:09:50.051Z|32|412316863839|LIKES
2011-01-27T07:35:29.396Z|10995116277761|412316863839|LIKES
2011-12-08T18:33:39.997Z|15393162788877|755914247524|LIKES
2011-08-12T16:02:36.463Z|16|618475294117|LIKES
2011-08-07T04:09:04.933Z|32|618475294117|LIKES
2011-08-07T11:24:35.140Z|10995116277761|618475294117|LIKES
2011-08-07T17:53:17.706Z|13194139533342|618475294117|LIKES
2012-05-16T08:57:42.100Z|16|962072677817|LIKES
2012-05-16T03:25:47.000Z|8796093022244|962072677817|LIKES
2012-05-16T14:20:54.596Z|10995116277761|962072677817|LIKES
2012-05-14T03:14:44.656Z|13194139533342|962072677817|LIKES
2012-05-12T08:45:42.858Z|15393162788877|962072677817|LIKES
2012-05-14T11:42:24.536Z|17592186044461|962072677817|LIKES
2012-05-16T23:46:02.217Z|24189255811081|962072677817|LIKES
2012-05-13T19:17:15.665Z|26388279066658|962072677817|LIKES
2012-03-23T01:37:54.283Z|26388279066668|893353201085|LIKES
2011-08-08T19:19:57.547Z|32|618475294172|LIKES
2011-08-07T11:24:29.620Z|8796093022244|618475294172|LIKES
2011-08-10T05:14:49.390Z|10995116277761|618475294172|LIKES
2011-08-12T07:41:36.662Z|13194139533342|618475294172|LIKES
2011-08-11T17:06:11.519Z|15393162788877|618475294172|LIKES
2011-08-10T09:01:54.514Z|17592186044461|618475294172|LIKES
2011-08-11T00:43:23.761Z|8796093022244|618475294178|LIKES
2012-06-03T17:41:21.142Z|17592186044461|962072677870|LIKES
2011-02-22T00:15:27.700Z|16|412316864010|LIKES
2011-02-19T22:19:07.498Z|32|412316864010|LIKES
2011-02-24T04:54:59.358Z|8796093022244|412316864010|LIKES
2011-02-18T18:06:33.954Z|10995116277761|412316864010|LIKES
2011-02-24T03:02:14.115Z|13194139533352|412316864010|LIKES
2011-11-20T11:15:29.478Z|10995116277761|755914247725|LIKES
2011-06-02T06:38:46.734Z|32|549755817531|LIKES
2011-06-06T15:51:46.647Z|16|549755817532|LIKES
2011-06-03T21:35:39.608Z|8796093022244|549755817532|LIKES
2011-06-03T12:40:34.398Z|13194139533342|549755817532|LIKES
2011-06-04T19:23:36.409Z|13194139533352|549755817532|LIKES
2011-09-24T20:38:57.411Z|8796093022244|687194771023|LIKES
2012-02-13T23:56:57.512Z|32|824633724534|LIKES
2012-02-19T16:27:28.722Z|13194139533342|824633724534|LIKES
2012-02-19T17:07:20.043Z|13194139533352|824633724534|LIKES
2012-02-19T04:02:59.373Z|26388279066641|824633724534|LIKES
2012-02-15T22:40:58.509Z|26388279066658|824633724534|LIKES
2012-02-18T23:17:54.800Z|32|824633724540|LIKES
2012-02-06T20:22:57.647Z|24189255811081|824633724589|LIKES
2012-07-19T05:56:32.949Z|24189255811081|1030792154811|LIKES
2012-08-31T17:19:42.441Z|24189255811081|1030792154848|LIKES
2012-08-26T01:50:49.273Z|24189255811081|1030792154850|LIKES
2012-01-06T16:01:55.377Z|24189255811081|755914247930|LIKES
2010-12-11T12:48:47.376Z|2199023255594|343597387945|LIKES
2011-03-11T20:56:17.546Z|2199023255594|481036341464|LIKES
2011-03-16T12:15:01.299Z|13194139533352|481036341464|LIKES
2012-08-19T01:46:34.072Z|2199023255594|1030792155359|LIKES
2012-08-18T06:38:35.251Z|2199023255594|1030792155364|LIKES
2012-08-24T21:50:22.814Z|2199023255594|1030792155372|LIKES
2011-09-10T20:30:24.304Z|17592186044461|618475294961|LIKES
2011-09-08T23:42:54.662Z|17592186044461|618475294962|LIKES
2011-09-11T22:25:03.749Z|17592186044461|618475294964|LIKES
2011-09-09T14:44:51.884Z|17592186044461|618475294965|LIKES
2012-08-20T10:23:37.482Z|2199023255594|1030792155396|LIKES
2012-08-17T10:08:55.452Z|13194139533352|1030792155396|LIKES
2012-08-24T02:12:29.130Z|17592186044461|1030792155396|LIKES
2012-08-20T15:41:30.603Z|26388279066658|1030792155396|LIKES
2012-08-19T17:02:39.038Z|13194139533352|1030792155399|LIKES
2012-08-20T07:21:32.238Z|17592186044461|1030792155403|LIKES
2010-04-25T19:40:08.742Z|2199023255594|68719481114|LIKES
2010-11-22T03:08:42.656Z|2199023255594|343597388072|LIKES
2012-08-19T16:07:37.195Z|2199023255594|1030792155439|LIKES
2011-10-04T01:06:48.108Z|13194139533352|687194771778|LIKES
2011-08-28T05:14:07.763Z|13194139533352|618475295047|LIKES
2011-04-21T10:34:44.659Z|13194139533352|481036341648|LIKES
2012-08-01T21:14:57.910Z|2199023255594|1030792155580|LIKES
2012-08-01T20:54:10.771Z|13194139533352|1030792155580|LIKES
2012-08-04T03:18:50.153Z|26388279066658|1030792155580|LIKES
2012-07-13T14:10:38.670Z|2199023255594|1030792155607|LIKES
2012-07-18T04:50:56.003Z|13194139533352|1030792155607|LIKES
2012-07-14T04:11:40.813Z|17592186044461|1030792155607|LIKES
2011-07-28T03:10:57.919Z|2199023255594|618475295232|LIKES
2011-07-27T23:24:23.156Z|2199023255594|618475295241|LIKES
2011-06-03T16:40:50.534Z|2199023255594|549755818535|LIKES
2012-03-20T06:46:01.728Z|24189255811081|893353202374|LIKES
2012-04-30T00:02:09.836Z|24189255811081|893353202504|LIKES
2012-07-20T22:55:50.724Z|24189255811081|1030792155996|LIKES
2012-07-20T00:03:00.430Z|24189255811081|1030792155998|LIKES
2012-07-17T18:23:57.329Z|24189255811081|1030792156002|LIKES
2012-07-17T19:33:37.311Z|24189255811081|1030792156011|LIKES
2012-03-20T13:16:10.030Z|24189255811081|893353202541|LIKES
2012-05-22T15:28:59.107Z|24189255811081|962072679302|LIKES
2012-05-19T20:58:22.274Z|26388279066658|962072679302|LIKES
2012-05-23T07:16:19.401Z|24189255811081|962072679303|LIKES
2012-05-21T14:54:20.495Z|26388279066658|962072679303|LIKES
2012-05-21T06:00:08.593Z|24189255811081|962072679308|LIKES
2012-05-21T13:16:37.350Z|26388279066658|962072679308|LIKES
2012-05-04T07:16:39.591Z|13194139533352|893353202616|LIKES
2012-05-06T10:47:25.810Z|10995116277782|893353202620|LIKES
2012-05-04T08:33:41.315Z|13194139533352|893353202620|LIKES
2012-05-04T11:22:08.273Z|26388279066641|893353202620|LIKES
2012-05-05T13:27:09.012Z|28587302322180|893353202620|LIKES
2012-05-06T19:06:36.986Z|26388279066641|893353202624|LIKES
2012-07-05T02:28:37.840Z|13194139533352|962072679371|LIKES
2012-07-29T11:18:50.806Z|16|1030792156117|LIKES
2012-07-30T22:58:31.481Z|10995116277782|1030792156117|LIKES
2012-07-28T08:03:41.856Z|13194139533352|1030792156117|LIKES
2012-08-01T09:52:17.108Z|26388279066641|1030792156117|LIKES
2012-05-23T11:50:28.775Z|16|962072679397|LIKES
2012-05-19T18:36:41.592Z|10995116277782|962072679397|LIKES
2012-05-19T23:09:47.290Z|13194139533352|962072679397|LIKES
2012-05-20T15:48:12.396Z|26388279066632|962072679397|LIKES
2012-05-17T20:31:29.074Z|26388279066668|962072679397|LIKES
2012-07-24T10:44:44.773Z|10995116277782|1030792156148|LIKES
2012-07-25T04:03:26.121Z|13194139533352|1030792156148|LIKES
2012-07-23T14:17:46.820Z|26388279066632|1030792156148|LIKES
2012-07-28T22:58:02.483Z|26388279066641|1030792156148|LIKES
2012-07-29T07:58:04.220Z|26388279066668|1030792156148|LIKES
2012-07-25T04:47:54.882Z|28587302322180|1030792156148|LIKES
2012-07-27T09:51:52.351Z|26388279066641|1030792156152|LIKES
2012-05-21T00:13:48.143Z|16|962072679429|LIKES
2012-05-23T13:21:57.120Z|10995116277782|962072679429|LIKES
2012-05-23T22:10:45.439Z|13194139533352|962072679429|LIKES
2012-05-22T12:40:50.907Z|26388279066632|962072679429|LIKES
2012-05-19T17:00:00.192Z|26388279066668|962072679429|LIKES
2012-05-25T10:04:52.001Z|28587302322180|962072679429|LIKES
2012-05-25T23:34:16.732Z|16|962072679430|LIKES
2012-02-27T19:30:43.171Z|14|824633725988|LIKES
2012-05-22T00:36:57.911Z|14|962072679526|LIKES
2012-05-28T02:07:42.523Z|14|962072679527|LIKES
2012-05-22T15:42:59.817Z|26388279066641|962072679527|LIKES
2012-05-25T18:53:11.624Z|14|962072679529|LIKES
2012-05-27T12:06:49.018Z|26388279066641|962072679529|LIKES
2012-05-06T09:44:06.205Z|14|893353202851|LIKES
2012-05-03T06:39:07.719Z|26388279066641|893353202851|LIKES
2012-05-05T00:02:57.471Z|28587302322204|893353202851|LIKES
2012-02-18T18:17:38.195Z|26388279066641|824633726117|LIKES
2012-02-14T15:06:56.898Z|26388279066641|824633726124|LIKES
2011-07-04T00:15:17.030Z|14|549755819193|LIKES
2011-07-01T08:54:52.943Z|14|549755819195|LIKES
2011-07-01T12:00:32.104Z|14|549755819198|LIKES
2011-06-29T11:00:11.054Z|14|549755819204|LIKES
2011-08-11T16:31:35.462Z|14|618475295993|LIKES
